,userid,version,sum_gamerounds,retention_1,retention_7,gameround_group
35283,3907491,gate_30,48,False,True,B
35286,3907767,gate_40,143,True,False,L
35287,3907852,gate_40,49,True,False,B
35288,3908036,gate_30,183,True,True,P
35290,3908389,gate_40,42,False,False,B
35298,3909508,gate_40,73,True,True,E
35300,3909639,gate_30,42,True,False,B
35307,3910088,gate_40,75,True,False,E
35309,3910259,gate_40,64,True,False,D
35311,3910293,gate_30,75,True,False,E
35318,3910937,gate_40,48,True,True,B
35325,3911212,gate_30,49,True,True,B
35329,3911656,gate_30,43,True,False,B
35337,3913129,gate_40,176,True,True,O
35339,3913206,gate_30,182,True,False,P
35340,3913509,gate_30,43,True,False,B
35342,3913827,gate_30,53,False,True,C
35346,3914183,gate_30,51,True,True,C
35348,3915220,gate_30,62,True,False,D
35350,3915268,gate_30,53,True,False,C
35356,3915984,gate_30,191,True,True,H
35359,3916754,gate_30,43,True,False,B
35360,3916827,gate_30,34,True,False,A
35365,3917528,gate_40,134,True,True,K
35380,3919071,gate_40,85,True,True,F
35386,3919377,gate_40,74,True,False,E
35387,3919426,gate_40,90,True,True,G
35390,3919912,gate_30,117,True,False,I
35399,3920852,gate_40,177,True,False,O
35403,3921188,gate_40,82,True,True,F
35405,3921359,gate_40,48,True,True,B
35407,3921532,gate_40,72,False,False,E
35408,3921730,gate_40,107,False,False,H
35424,3923682,gate_30,43,True,False,B
35430,3924226,gate_30,32,False,False,A
35434,3924430,gate_40,53,True,False,C
35441,3925012,gate_30,173,True,False,O
35442,3925060,gate_30,46,False,True,B
35443,3925096,gate_30,34,True,False,A
35444,3925138,gate_30,63,True,True,D
35447,3925504,gate_40,57,True,False,C
35450,3926001,gate_30,148,True,True,L
35452,3926382,gate_30,40,True,False,B
35453,3926415,gate_40,51,False,True,C
35457,3926687,gate_30,66,True,True,D
35459,3926850,gate_30,34,False,False,A
35461,3927136,gate_30,147,True,True,L
35466,3927831,gate_40,56,True,False,C
35468,3928003,gate_40,137,True,False,K
35475,3928987,gate_30,73,True,False,E
35476,3929127,gate_40,46,True,True,B
35477,3929162,gate_40,112,True,False,I
35480,3929921,gate_30,42,True,False,B
35481,3929922,gate_30,41,True,False,B
35486,3930462,gate_40,71,True,False,E
35487,3930569,gate_30,72,False,True,E
35490,3930767,gate_40,100,True,False,H
35496,3932401,gate_40,45,True,False,B
35498,3932702,gate_40,47,True,False,B
35501,3932867,gate_40,81,False,True,F
35507,3933222,gate_40,51,False,False,C
35513,3933759,gate_40,145,True,False,L
35516,3934024,gate_40,94,False,False,G
35517,3934039,gate_30,87,True,False,F
35522,3934697,gate_40,119,True,False,I
35525,3934984,gate_40,165,True,True,N
35527,3935100,gate_40,41,True,False,B
35529,3935228,gate_40,40,False,False,B
35536,3935637,gate_30,79,True,True,E
35539,3936059,gate_30,89,True,True,F
35540,3936071,gate_40,46,True,False,B
35541,3936132,gate_30,132,True,False,K
35547,3936493,gate_30,73,True,False,E
35553,3937424,gate_30,107,False,True,H
35556,3937667,gate_30,185,True,True,P
35557,3937719,gate_30,47,True,False,B
35558,3938051,gate_30,157,False,False,M
35560,3938810,gate_30,139,True,True,K
35568,3939351,gate_30,61,True,True,D
35569,3939622,gate_40,42,True,False,B
35586,3941204,gate_40,130,False,False,K
35591,3941938,gate_40,96,True,False,G
35593,3942059,gate_30,88,True,True,F
35595,3942526,gate_40,168,False,True,N
35598,3942916,gate_30,141,True,False,L
35600,3942938,gate_30,33,True,True,A
35602,3943077,gate_40,47,True,False,B
35603,3943107,gate_30,72,True,False,E
35617,3944698,gate_30,32,True,False,A
35619,3944926,gate_30,160,True,True,N
35622,3945227,gate_40,134,True,False,K
35623,3945373,gate_30,137,True,True,K
35635,3946503,gate_40,127,True,False,J
35646,3947777,gate_30,160,False,False,N
35648,3947902,gate_30,150,True,True,M
35649,3947933,gate_30,60,True,False,D
35653,3948509,gate_30,55,True,False,C
35656,3948842,gate_30,34,True,False,A
35659,3949081,gate_40,79,False,False,E
35660,3949297,gate_40,56,True,True,C
35663,3949649,gate_30,36,False,False,A
35664,3949677,gate_40,45,True,False,B
35666,3949736,gate_30,52,True,True,C
35667,3949825,gate_40,57,True,False,C
35669,3950142,gate_40,111,False,False,I
35670,3950247,gate_40,59,True,False,C
35672,3950658,gate_30,121,True,True,J
35677,3950973,gate_30,76,True,False,E
35678,3951172,gate_40,65,True,False,D
35679,3951284,gate_30,42,True,False,B
35680,3951308,gate_30,81,True,False,F
35682,3951480,gate_40,63,False,False,D
35684,3951823,gate_30,66,True,True,D
35689,3952062,gate_30,46,False,False,B
35690,3952102,gate_40,136,True,True,K
35692,3952295,gate_40,175,True,True,O
35701,3953768,gate_30,53,True,False,C
35703,3953958,gate_30,46,True,False,B
35708,3954314,gate_30,64,True,False,D
35712,3954556,gate_40,89,True,True,F
35713,3954606,gate_40,100,True,False,H
35714,3954750,gate_30,31,True,False,A
35715,3954889,gate_40,95,False,False,G
35720,3955216,gate_30,53,True,True,C
35724,3955628,gate_40,72,True,False,E
35731,3956505,gate_40,86,True,True,F
35732,3956556,gate_40,104,True,True,H
35738,3956957,gate_30,30,True,False,A
35742,3957127,gate_30,56,False,True,C
35747,3957314,gate_30,32,True,False,A
35751,3957772,gate_30,53,True,False,C
35755,3958372,gate_30,69,True,True,D
35763,3959595,gate_30,111,True,False,I
35766,3959684,gate_40,41,True,False,B
35769,3959972,gate_30,31,True,False,A
35770,3960199,gate_40,150,True,False,M
35772,3960754,gate_30,74,True,False,E
35773,3960924,gate_30,66,True,True,D
35775,3961315,gate_30,86,True,False,F
35777,3961442,gate_30,46,True,False,B
35780,3961653,gate_30,68,True,False,D
35782,3961913,gate_30,190,True,True,H
35784,3962380,gate_30,46,True,False,B
35795,3964164,gate_40,78,True,False,E
35800,3964758,gate_30,113,True,True,I
35803,3964921,gate_40,57,True,False,C
35806,3965370,gate_30,72,True,True,E
35808,3965477,gate_30,39,False,False,A
35810,3965545,gate_30,37,False,False,A
35812,3965593,gate_30,57,True,False,C
35819,3966155,gate_30,66,True,True,D
35825,3966537,gate_30,33,False,False,A
35833,3968000,gate_40,148,True,True,L
35835,3968074,gate_40,40,True,False,B
35837,3968469,gate_30,44,True,True,B
35838,3968535,gate_30,120,True,True,J
35839,3968627,gate_30,47,True,False,B
35841,3968988,gate_40,54,True,False,C
35843,3969400,gate_30,58,True,False,C
35846,3969697,gate_40,146,False,False,L
35858,3971334,gate_30,114,True,False,I
35860,3971508,gate_30,55,True,True,C
35861,3971766,gate_30,54,True,True,C
35865,3971982,gate_30,85,True,False,F
35867,3972121,gate_30,73,True,False,E
35868,3972338,gate_40,68,True,False,D
35869,3972434,gate_30,84,True,True,F
35870,3972641,gate_30,90,True,True,G
35877,3973715,gate_30,35,True,False,A
35890,3974863,gate_30,36,False,False,A
35894,3975342,gate_30,35,False,False,A
35895,3975387,gate_30,30,True,False,A
35896,3975585,gate_40,77,True,True,E
35900,3975879,gate_30,123,True,True,J
35902,3976201,gate_30,151,True,False,M
35904,3976330,gate_30,106,False,True,H
35906,3976700,gate_40,46,True,False,B
35910,3976958,gate_30,69,True,True,D
35912,3977187,gate_30,113,True,False,I
35913,3977216,gate_40,150,True,True,M
35920,3977943,gate_40,124,False,False,J
35921,3978016,gate_30,40,True,False,B
35924,3978246,gate_40,67,True,False,D
35940,3979841,gate_30,110,True,True,I
35943,3980056,gate_40,108,True,False,H
35946,3980797,gate_30,42,True,False,B
35949,3981162,gate_40,45,True,True,B
35953,3981765,gate_40,77,True,True,E
35955,3982098,gate_30,166,True,True,N
35964,3983302,gate_30,38,False,False,A
35968,3983996,gate_40,53,True,False,C
35971,3984553,gate_40,56,True,True,C
35973,3984624,gate_30,73,True,False,E
35981,3985387,gate_30,130,True,False,K
35982,3985448,gate_30,72,True,False,E
35985,3985711,gate_30,78,False,False,E
35987,3985872,gate_30,54,True,True,C
35989,3986358,gate_30,43,False,True,B
35994,3986867,gate_40,77,True,False,E
35997,3987237,gate_30,98,True,False,G
36000,3987942,gate_30,176,True,True,O
36004,3988384,gate_30,33,False,False,A
36005,3988413,gate_40,46,True,False,B
36009,3988857,gate_30,102,True,False,H
36014,3989429,gate_40,42,True,False,B
36015,3989732,gate_30,107,True,True,H
36016,3989856,gate_40,100,False,False,H
36017,3989972,gate_30,110,True,True,I
36020,3990290,gate_40,52,True,False,C
36027,3991015,gate_30,42,True,False,B
36028,3991070,gate_40,168,True,True,N
36030,3991306,gate_30,34,True,True,A
36034,3991874,gate_40,57,True,False,C
36042,3992531,gate_40,49,True,False,B
36043,3992744,gate_30,45,True,False,B
36049,3992945,gate_40,46,True,True,B
36053,3993775,gate_40,51,False,False,C
36055,3994335,gate_40,74,False,False,E
36059,3994764,gate_40,76,False,False,E
36067,3995047,gate_40,60,True,False,D
36068,3995077,gate_30,81,True,False,F
36069,3995097,gate_40,161,True,True,N
36070,3995118,gate_40,115,True,False,I
36072,3995274,gate_30,80,False,True,F
36078,3995526,gate_30,60,True,False,D
36081,3995743,gate_30,89,True,False,F
36083,3995964,gate_30,39,True,False,A
36084,3996120,gate_40,40,True,False,B
36086,3996280,gate_30,35,False,False,A
36093,3996643,gate_30,125,True,True,J
36095,3996805,gate_30,54,True,True,C
36104,3997098,gate_30,47,True,False,B
36109,3998475,gate_40,69,False,False,D
36110,3998739,gate_40,126,False,True,J
36120,3999798,gate_30,35,True,False,A
36121,3999916,gate_40,44,True,True,B
36125,4000140,gate_30,41,True,False,B
36129,4000375,gate_30,151,True,False,M
36132,4000656,gate_40,87,True,False,F
36133,4000699,gate_30,39,False,False,A
36135,4000744,gate_30,37,True,False,A
36140,4001230,gate_40,108,True,True,H
36141,4001258,gate_30,38,False,False,A
36142,4001276,gate_30,46,False,False,B
36146,4001873,gate_40,122,False,True,J
36150,4002700,gate_40,148,True,False,L
36157,4003722,gate_40,53,False,True,C
36171,4005148,gate_40,41,True,True,B
36178,4005748,gate_40,48,True,False,B
36188,4007063,gate_30,79,True,True,E
36198,4008111,gate_30,73,True,False,E
36199,4008145,gate_30,52,True,False,C
36201,4008314,gate_30,88,True,True,F
36206,4008718,gate_30,39,True,False,A
36209,4009111,gate_30,88,True,True,F
36210,4009167,gate_40,47,True,False,B
36212,4009540,gate_40,50,True,False,C
36215,4009711,gate_40,47,True,False,B
36228,4012193,gate_30,53,False,False,C
36229,4012260,gate_30,74,True,False,E
36243,4014010,gate_40,75,True,True,E
36244,4014046,gate_30,42,True,False,B
36245,4014337,gate_30,134,True,False,K
36246,4014373,gate_40,55,False,False,C
36248,4014631,gate_40,64,False,True,D
36253,4015026,gate_40,116,True,False,I
36255,4015089,gate_40,135,True,True,K
36258,4015359,gate_30,73,True,False,E
36259,4015549,gate_30,50,True,True,C
36260,4015574,gate_40,41,False,False,B
36265,4016239,gate_40,82,True,False,F
36274,4017155,gate_40,175,True,True,O
36276,4017302,gate_40,49,True,True,B
36285,4018373,gate_30,99,True,True,G
36286,4018557,gate_30,138,True,False,K
36287,4018611,gate_30,97,True,True,G
36293,4018864,gate_40,62,True,True,D
36295,4018875,gate_40,139,True,True,K
36297,4018913,gate_30,47,False,False,B
36299,4019092,gate_30,87,True,False,F
36300,4019182,gate_30,41,True,False,B
36303,4019531,gate_30,70,True,False,E
36306,4019717,gate_30,52,True,True,C
36309,4019924,gate_30,97,True,False,G
36320,4020870,gate_30,30,True,False,A
36323,4021003,gate_40,116,True,True,I
36326,4021720,gate_40,178,True,True,O
36328,4021869,gate_30,70,True,False,E
36332,4022361,gate_30,82,True,False,F
36333,4022384,gate_30,127,True,True,J
36335,4022535,gate_30,126,True,True,J
36344,4023215,gate_30,59,True,False,C
36345,4023245,gate_30,136,True,True,K
36346,4023268,gate_40,141,True,True,L
36349,4023626,gate_30,62,True,False,D
36350,4023815,gate_30,47,True,False,B
36352,4023908,gate_30,39,True,False,A
36353,4024057,gate_40,154,True,True,M
36359,4024810,gate_30,45,False,True,B
36365,4025439,gate_30,50,True,False,C
36366,4025580,gate_30,30,False,False,A
36368,4026043,gate_30,63,True,False,D
36370,4026327,gate_40,60,True,False,D
36379,4027330,gate_30,62,True,True,D
36392,4029320,gate_40,101,True,True,H
36394,4029546,gate_30,72,True,False,E
36398,4029911,gate_30,46,True,False,B
36401,4030338,gate_40,51,True,False,C
36404,4030633,gate_30,35,False,False,A
36420,4031934,gate_30,51,True,False,C
36424,4032199,gate_30,35,False,False,A
36425,4032387,gate_30,54,True,False,C
36428,4032631,gate_30,31,True,False,A
36433,4032815,gate_30,54,True,True,C
36437,4033209,gate_40,166,True,True,N
36438,4033417,gate_40,56,True,False,C
36440,4034039,gate_30,73,False,True,E
36444,4034178,gate_40,121,True,True,J
36448,4034545,gate_30,42,False,False,B
36462,4036473,gate_30,37,False,False,A
36463,4036506,gate_30,73,True,True,E
36464,4036916,gate_30,69,False,False,D
36467,4037262,gate_30,57,True,True,C
36469,4037565,gate_40,133,False,False,K
36473,4038387,gate_40,102,True,True,H
36479,4039114,gate_30,69,True,True,D
36488,4040743,gate_40,43,True,False,B
36489,4040799,gate_30,65,True,False,D
36491,4040984,gate_30,47,True,False,B
36496,4041379,gate_40,77,True,False,E
36499,4042401,gate_40,94,True,True,G
36506,4043333,gate_30,39,True,False,A
36507,4043492,gate_30,63,True,False,D
36509,4043510,gate_40,67,True,False,D
36511,4043586,gate_40,111,True,True,I
36512,4043854,gate_40,47,False,False,B
36516,4044450,gate_40,81,True,False,F
36517,4044720,gate_30,62,False,False,D
36519,4045053,gate_40,51,False,True,C
36527,4046220,gate_30,74,True,False,E
36529,4046354,gate_30,46,True,True,B
36530,4046512,gate_40,49,True,True,B
36532,4046771,gate_40,116,False,True,I
36533,4046781,gate_30,60,True,False,D
36534,4047009,gate_40,71,True,True,E
36535,4047058,gate_40,58,True,False,C
36536,4047081,gate_30,94,True,False,G
36538,4047186,gate_30,37,False,False,A
36539,4047412,gate_30,41,True,False,B
36540,4047583,gate_40,42,False,False,B
36541,4047823,gate_30,59,True,False,C
36542,4047828,gate_30,96,True,False,G
36546,4048105,gate_30,65,True,False,D
36549,4048203,gate_30,57,True,False,C
36551,4048720,gate_40,104,True,False,H
36553,4048833,gate_30,74,True,False,E
36555,4048934,gate_30,66,True,True,D
36556,4049039,gate_40,87,False,False,F
36557,4049190,gate_40,46,True,False,B
36573,4050909,gate_40,113,True,True,I
36578,4051780,gate_30,80,False,False,F
36579,4051870,gate_40,109,True,False,H
36580,4052128,gate_30,43,True,False,B
36582,4052185,gate_40,48,False,True,B
36587,4052870,gate_30,31,True,False,A
36589,4053171,gate_40,114,False,False,I
36592,4053397,gate_30,31,False,True,A
36596,4053823,gate_40,85,True,False,F
36597,4053831,gate_40,173,True,False,O
36598,4054129,gate_30,74,True,False,E
36603,4054403,gate_40,72,True,False,E
36606,4054686,gate_30,39,True,True,A
36609,4054950,gate_30,75,True,False,E
36615,4055903,gate_40,52,False,False,C
36616,4055980,gate_30,33,False,False,A
36621,4056465,gate_40,89,True,False,F
36625,4057243,gate_30,42,False,False,B
36629,4057530,gate_40,42,True,True,B
36630,4057593,gate_40,112,True,False,I
36633,4058032,gate_40,75,True,False,E
36636,4058373,gate_30,40,True,True,B
36644,4058953,gate_30,37,False,False,A
36645,4059121,gate_30,80,False,True,F
36649,4059601,gate_30,38,True,False,A
36650,4059727,gate_40,145,True,True,L
36653,4060174,gate_40,142,True,True,L
36655,4060304,gate_40,65,True,False,D
36662,4060802,gate_40,57,True,False,C
36664,4060929,gate_30,57,False,False,C
36666,4061413,gate_30,45,True,False,B
36667,4061489,gate_40,97,True,False,G
36671,4061990,gate_40,108,True,False,H
36672,4062162,gate_30,44,True,False,B
36674,4062390,gate_40,42,True,False,B
36676,4062522,gate_30,65,False,False,D
36681,4062923,gate_30,39,True,False,A
36690,4064249,gate_30,39,False,False,A
36691,4064327,gate_40,142,True,True,L
36693,4064485,gate_40,111,True,False,I
36698,4064901,gate_30,30,False,False,A
36699,4064925,gate_30,41,True,False,B
36705,4065178,gate_40,167,False,False,N
36708,4065370,gate_40,52,True,False,C
36711,4065643,gate_30,90,True,True,G
36740,4068260,gate_30,41,False,False,B
36741,4068385,gate_30,85,True,False,F
36743,4068538,gate_40,80,True,True,F
36745,4068620,gate_30,129,True,False,J
36750,4068711,gate_40,152,True,False,M
36751,4068781,gate_30,143,True,True,L
36759,4070377,gate_40,186,True,True,P
36765,4071369,gate_30,88,True,False,F
36769,4071626,gate_30,71,True,False,E
36770,4071628,gate_30,144,True,True,L
36771,4071705,gate_30,122,True,False,J
36775,4072187,gate_30,41,False,False,B
36782,4073010,gate_30,92,True,True,G
36783,4073096,gate_40,79,True,False,E
36786,4073368,gate_30,46,True,False,B
36800,4074774,gate_40,158,True,True,M
36803,4075243,gate_30,161,True,True,N
36804,4075283,gate_30,147,True,True,L
36811,4075888,gate_40,62,True,False,D
36818,4076814,gate_30,41,False,False,B
36822,4077070,gate_40,124,True,False,J
36824,4077105,gate_30,49,True,False,B
36829,4077687,gate_30,108,True,True,H
36832,4078319,gate_40,50,True,False,C
36836,4078580,gate_30,43,True,False,B
36838,4078621,gate_30,43,True,False,B
36841,4079133,gate_30,30,False,False,A
36843,4079252,gate_40,50,True,True,C
36844,4079456,gate_30,43,False,False,B
36849,4080040,gate_30,75,False,True,E
36860,4081600,gate_30,58,True,False,C
36865,4082020,gate_30,40,True,False,B
36869,4082486,gate_30,74,True,False,E
36877,4083519,gate_40,77,True,True,E
36880,4084290,gate_40,109,True,True,H
36883,4084685,gate_30,40,True,False,B
36886,4085089,gate_30,157,True,False,M
36887,4085133,gate_30,128,True,True,J
36889,4085167,gate_30,106,True,True,H
36892,4085385,gate_30,140,True,True,L
36893,4085495,gate_30,33,False,False,A
36894,4086249,gate_30,57,False,False,C
36905,4087564,gate_30,44,False,False,B
36911,4088052,gate_40,44,True,False,B
36912,4088080,gate_40,140,True,False,L
36914,4088233,gate_40,92,True,False,G
36915,4088337,gate_40,80,True,False,F
36920,4088759,gate_30,134,True,True,K
36923,4089079,gate_40,87,True,True,F
36926,4089231,gate_30,96,True,True,G
36929,4089676,gate_30,106,True,False,H
36931,4090016,gate_40,78,True,False,E
36932,4090139,gate_30,33,True,False,A
36940,4091051,gate_30,42,True,False,B
36943,4091322,gate_40,165,True,True,N
36951,4092015,gate_30,52,True,True,C
36955,4092306,gate_30,33,True,False,A
36961,4092962,gate_30,40,True,False,B
36965,4093390,gate_30,172,True,True,O
36978,4094876,gate_30,119,False,True,I
36980,4095131,gate_30,30,True,False,A
36987,4095661,gate_30,67,True,False,D
36989,4095698,gate_30,71,True,True,E
36991,4095927,gate_40,87,True,False,F
37009,4098378,gate_40,41,False,False,B
37015,4099074,gate_40,44,True,False,B
37016,4099244,gate_40,59,True,False,C
37018,4099392,gate_40,74,False,False,E
37020,4099456,gate_30,47,False,False,B
37025,4100433,gate_30,84,True,False,F
37026,4100704,gate_40,95,True,True,G
37029,4100900,gate_40,139,True,False,K
37031,4100958,gate_30,40,True,False,B
37036,4101624,gate_30,88,True,False,F
37038,4101861,gate_40,74,True,True,E
37040,4101979,gate_30,166,True,True,N
37042,4102248,gate_30,76,True,False,E
37043,4102350,gate_40,51,True,False,C
37048,4102701,gate_40,52,True,False,C
37053,4103073,gate_30,137,True,True,K
37054,4103154,gate_30,39,True,False,A
37056,4103678,gate_40,186,True,True,P
37059,4103742,gate_30,74,True,True,E
37060,4103904,gate_30,126,True,False,J
37064,4104135,gate_30,63,False,True,D
37066,4104508,gate_40,86,False,False,F
37068,4104616,gate_40,48,True,False,B
37070,4104809,gate_30,62,True,False,D
37075,4105207,gate_40,46,True,False,B
37078,4105308,gate_30,127,True,True,J
37087,4105949,gate_30,34,False,False,A
37088,4106044,gate_40,103,True,False,H
37089,4106141,gate_40,157,True,True,M
37092,4106663,gate_40,40,True,False,B
37096,4107038,gate_30,31,True,False,A
37097,4107146,gate_30,85,True,False,F
37101,4107389,gate_40,40,True,False,B
37102,4107625,gate_30,49,True,False,B
37104,4107756,gate_30,92,False,False,G
37108,4108123,gate_40,60,True,True,D
37113,4108628,gate_30,51,True,False,C
37117,4108767,gate_30,31,False,False,A
37122,4109341,gate_30,35,False,False,A
37133,4110970,gate_30,63,False,True,D
37136,4111320,gate_40,42,True,False,B
37138,4111344,gate_40,101,True,False,H
37139,4111412,gate_40,77,False,True,E
37143,4112275,gate_40,52,False,False,C
37149,4112686,gate_30,99,True,False,G
37150,4112748,gate_30,60,True,True,D
37155,4113120,gate_40,42,True,False,B
37162,4113599,gate_40,43,False,False,B
37167,4113875,gate_40,48,True,False,B
37171,4114631,gate_40,59,True,True,C
37175,4114837,gate_40,52,True,False,C
37176,4114855,gate_40,56,True,False,C
37188,4116247,gate_30,177,True,True,O
37195,4116794,gate_30,36,True,False,A
37198,4117334,gate_30,78,True,True,E
37199,4117459,gate_40,85,True,False,F
37207,4117768,gate_40,42,True,False,B
37212,4118277,gate_40,46,False,False,B
37213,4118316,gate_30,55,True,False,C
37217,4118618,gate_40,194,True,True,H
37218,4118668,gate_40,48,True,False,B
37223,4119425,gate_40,50,True,False,C
37226,4119824,gate_40,63,True,False,D
37229,4120311,gate_40,75,True,False,E
37235,4121481,gate_30,88,True,False,F
37240,4121965,gate_30,65,True,False,D
37241,4121979,gate_40,87,False,True,F
37254,4123913,gate_30,43,True,True,B
37255,4124082,gate_30,160,True,False,N
37257,4124172,gate_40,46,True,False,B
37263,4125232,gate_30,68,True,True,D
37264,4125313,gate_30,113,True,True,I
37270,4126167,gate_30,41,True,False,B
37271,4126316,gate_40,46,True,False,B
37279,4126966,gate_30,37,True,False,A
37281,4127104,gate_30,30,True,False,A
37284,4127517,gate_40,156,True,False,M
37285,4127599,gate_30,61,True,False,D
37292,4128835,gate_40,103,True,True,H
37293,4128839,gate_30,50,True,False,C
37302,4129463,gate_30,46,True,False,B
37303,4129466,gate_40,54,False,False,C
37309,4129853,gate_30,30,True,False,A
37314,4130270,gate_40,53,True,False,C
37320,4131002,gate_30,72,True,False,E
37324,4131721,gate_40,66,True,False,D
37325,4131749,gate_40,182,True,True,P
37327,4131805,gate_40,64,True,False,D
37333,4132249,gate_30,50,False,False,C
37338,4132663,gate_30,69,True,True,D
37341,4132817,gate_30,59,True,True,C
37348,4133759,gate_40,85,True,False,F
37352,4134144,gate_30,36,False,True,A
37357,4134850,gate_30,32,True,False,A
37358,4134904,gate_40,82,False,False,F
37372,4137057,gate_30,144,True,False,L
37374,4137146,gate_30,173,True,True,O
37379,4138249,gate_30,71,True,False,E
37393,4139927,gate_40,51,True,False,C
37401,4140642,gate_40,104,True,False,H
37410,4141359,gate_30,42,True,False,B
37415,4141947,gate_40,42,True,True,B
37417,4142347,gate_30,47,True,False,B
37419,4142409,gate_40,73,True,False,E
37422,4142726,gate_40,42,False,True,B
37425,4143228,gate_30,41,False,True,B
37427,4143330,gate_40,61,False,False,D
37428,4143447,gate_40,53,True,False,C
37430,4143652,gate_30,147,True,True,L
37434,4144105,gate_40,45,True,False,B
37435,4144156,gate_40,89,False,True,F
37439,4144708,gate_30,100,True,True,H
37442,4145249,gate_30,38,True,False,A
37445,4145757,gate_30,139,False,True,K
37449,4146167,gate_40,69,True,True,D
37454,4147149,gate_30,178,True,True,O
37455,4147219,gate_30,35,True,False,A
37457,4147432,gate_30,56,True,False,C
37459,4147763,gate_30,37,False,False,A
37463,4148220,gate_40,52,True,True,C
37465,4148256,gate_40,40,True,False,B
37466,4148276,gate_40,50,True,True,C
37472,4148899,gate_30,46,True,True,B
37475,4149432,gate_30,66,True,False,D
37480,4149942,gate_30,41,True,True,B
37484,4150310,gate_30,50,True,False,C
37490,4150800,gate_30,50,True,False,C
37491,4150822,gate_40,78,True,False,E
37494,4151614,gate_40,54,True,False,C
37495,4151687,gate_40,67,True,False,D
37497,4151871,gate_40,49,False,False,B
37500,4152006,gate_30,183,True,False,P
37501,4152120,gate_30,53,True,False,C
37504,4152261,gate_40,54,False,True,C
37508,4152590,gate_40,89,True,False,F
37509,4152682,gate_30,40,True,False,B
37511,4152941,gate_30,60,True,False,D
37516,4153174,gate_40,82,True,False,F
37522,4153398,gate_30,35,False,False,A
37523,4153499,gate_30,39,True,False,A
37525,4154018,gate_40,149,True,False,L
37527,4154270,gate_30,30,True,False,A
37537,4156032,gate_30,115,True,False,I
37541,4156292,gate_30,111,True,True,I
37542,4156534,gate_30,130,False,True,K
37544,4156627,gate_30,49,False,False,B
37545,4156698,gate_30,55,False,False,C
37546,4156821,gate_40,68,True,False,D
37550,4157132,gate_30,38,True,False,A
37560,4157968,gate_40,45,True,False,B
37564,4158163,gate_40,184,True,True,P
37566,4158361,gate_40,109,True,False,H
37567,4158369,gate_40,112,True,False,I
37573,4159164,gate_30,51,True,False,C
37577,4159429,gate_30,101,True,False,H
37579,4159530,gate_40,54,True,False,C
37581,4159599,gate_30,77,True,True,E
37594,4160790,gate_40,55,True,False,C
37596,4161022,gate_30,65,False,False,D
37601,4161281,gate_30,55,True,False,C
37602,4161328,gate_30,34,True,False,A
37603,4161496,gate_40,125,True,False,J
37606,4161611,gate_40,144,True,False,L
37610,4162187,gate_30,51,False,False,C
37616,4162781,gate_40,53,True,False,C
37620,4163181,gate_40,56,False,True,C
37622,4163250,gate_30,46,False,True,B
37627,4163641,gate_30,103,True,False,H
37629,4163880,gate_30,106,True,True,H
37633,4164228,gate_30,69,True,False,D
37635,4164499,gate_30,94,True,True,G
37647,4166123,gate_30,182,True,True,P
37649,4166293,gate_30,99,True,False,G
37650,4166400,gate_40,70,True,False,E
37651,4166408,gate_40,51,True,False,C
37653,4166569,gate_40,42,True,False,B
37655,4166796,gate_40,69,True,False,D
37658,4166950,gate_30,122,False,True,J
37662,4167491,gate_30,55,True,False,C
37668,4168153,gate_30,174,True,True,O
37669,4168251,gate_30,60,True,True,D
37672,4168477,gate_40,75,False,True,E
37673,4168499,gate_40,66,False,False,D
37677,4169318,gate_30,37,True,False,A
37680,4169823,gate_30,49,True,False,B
37681,4169834,gate_30,38,False,True,A
37682,4169987,gate_30,95,True,True,G
37685,4170063,gate_30,44,True,True,B
37687,4170456,gate_30,112,True,True,I
37691,4171120,gate_30,123,True,False,J
37693,4171446,gate_40,89,True,False,F
37700,4172154,gate_40,87,True,False,F
37702,4172434,gate_40,83,False,False,F
37706,4172819,gate_40,76,True,False,E
37709,4173161,gate_40,139,True,False,K
37714,4173691,gate_40,51,False,False,C
37718,4173989,gate_40,80,True,False,F
37720,4174165,gate_40,88,False,True,F
37724,4174645,gate_30,36,True,False,A
37728,4175576,gate_30,33,True,False,A
37732,4175812,gate_30,60,True,False,D
37735,4176281,gate_30,89,True,False,F
37736,4176293,gate_30,33,False,False,A
37739,4176613,gate_30,105,True,False,H
37744,4176981,gate_30,128,True,False,J
37745,4177058,gate_30,67,True,False,D
37747,4177414,gate_30,142,True,True,L
37748,4177539,gate_40,86,True,True,F
37749,4178019,gate_40,74,True,False,E
37752,4178205,gate_30,89,False,True,F
37754,4178461,gate_30,158,True,False,M
37756,4178572,gate_30,33,False,False,A
37757,4178627,gate_30,61,True,False,D
37758,4178692,gate_40,61,False,False,D
37761,4178861,gate_40,43,False,False,B
37762,4178868,gate_40,103,True,False,H
37766,4179175,gate_40,95,True,True,G
37769,4179292,gate_40,188,True,False,P
37772,4179506,gate_30,143,False,True,L
37775,4179856,gate_30,116,True,True,I
37779,4180070,gate_40,45,False,True,B
37791,4181572,gate_30,109,True,False,H
37798,4182649,gate_40,44,True,False,B
37800,4182700,gate_40,54,True,False,C
37802,4182815,gate_30,53,True,False,C
37804,4183081,gate_30,76,True,True,E
37805,4183228,gate_30,37,True,False,A
37806,4183292,gate_30,37,True,True,A
37809,4183443,gate_40,43,True,True,B
37811,4184190,gate_40,148,True,True,L
