,userid,version,sum_gamerounds,retention_1,retention_7
35968,3983996,gate_40,53,True,False
35971,3984553,gate_40,56,True,True
35973,3984624,gate_30,73,True,False
35977,3985051,gate_30,354,True,True
35981,3985387,gate_30,130,True,False
35982,3985448,gate_30,72,True,False
35985,3985711,gate_30,78,False,False
35987,3985872,gate_30,54,True,True
35989,3986358,gate_30,43,False,True
35991,3986685,gate_30,318,True,True
35994,3986867,gate_40,77,True,False
35997,3987237,gate_30,98,True,False
36000,3987942,gate_30,176,True,True
36001,3988020,gate_30,257,True,False
36004,3988384,gate_30,33,False,False
36005,3988413,gate_40,46,True,False
36009,3988857,gate_30,102,True,False
36011,3989346,gate_40,325,True,True
36014,3989429,gate_40,42,True,False
36015,3989732,gate_30,107,True,True
36016,3989856,gate_40,100,False,False
36017,3989972,gate_30,110,True,True
36020,3990290,gate_40,52,True,False
36027,3991015,gate_30,42,True,False
36028,3991070,gate_40,168,True,True
36030,3991306,gate_30,34,True,True
36034,3991874,gate_40,57,True,False
36042,3992531,gate_40,49,True,False
36043,3992744,gate_30,45,True,False
36049,3992945,gate_40,46,True,True
36053,3993775,gate_40,51,False,False
36055,3994335,gate_40,74,False,False
36059,3994764,gate_40,76,False,False
36064,3994952,gate_30,210,True,False
36066,3995029,gate_40,216,False,True
36067,3995047,gate_40,60,True,False
36068,3995077,gate_30,81,True,False
36069,3995097,gate_40,161,True,True
36070,3995118,gate_40,115,True,False
36072,3995274,gate_30,80,False,True
36077,3995500,gate_40,281,True,True
36078,3995526,gate_30,60,True,False
36081,3995743,gate_30,89,True,False
36083,3995964,gate_30,39,True,False
36084,3996120,gate_40,40,True,False
36086,3996280,gate_30,35,False,False
36093,3996643,gate_30,125,True,True
36095,3996805,gate_30,54,True,True
36102,3997026,gate_30,240,True,True
36103,3997030,gate_30,476,True,True
36104,3997098,gate_30,47,True,False
36108,3998178,gate_40,219,True,True
36109,3998475,gate_40,69,False,False
36110,3998739,gate_40,126,False,True
36120,3999798,gate_30,35,True,False
36121,3999916,gate_40,44,True,True
36125,4000140,gate_30,41,True,False
36129,4000375,gate_30,151,True,False
36131,4000631,gate_30,353,True,True
36132,4000656,gate_40,87,True,False
36133,4000699,gate_30,39,False,False
36135,4000744,gate_30,37,True,False
36136,4000862,gate_30,357,True,True
36137,4000943,gate_40,246,True,True
36138,4000994,gate_40,286,True,True
36140,4001230,gate_40,108,True,True
36141,4001258,gate_30,38,False,False
36142,4001276,gate_30,46,False,False
36146,4001873,gate_40,122,False,True
36150,4002700,gate_40,148,True,False
36157,4003722,gate_40,53,False,True
36171,4005148,gate_40,41,True,True
36178,4005748,gate_40,48,True,False
36185,4006523,gate_40,300,True,True
36188,4007063,gate_30,79,True,True
36192,4007459,gate_30,220,True,True
36198,4008111,gate_30,73,True,False
36199,4008145,gate_30,52,True,False
36201,4008314,gate_30,88,True,True
36206,4008718,gate_30,39,True,False
36209,4009111,gate_30,88,True,True
36210,4009167,gate_40,47,True,False
36212,4009540,gate_40,50,True,False
36215,4009711,gate_40,47,True,False
36228,4012193,gate_30,53,False,False
36229,4012260,gate_30,74,True,False
36243,4014010,gate_40,75,True,True
36244,4014046,gate_30,42,True,False
36245,4014337,gate_30,134,True,False
36246,4014373,gate_40,55,False,False
36248,4014631,gate_40,64,False,True
36249,4014738,gate_40,374,True,True
36253,4015026,gate_40,116,True,False
36255,4015089,gate_40,135,True,True
36258,4015359,gate_30,73,True,False
36259,4015549,gate_30,50,True,True
36260,4015574,gate_40,41,False,False
36265,4016239,gate_40,82,True,False
36269,4016587,gate_40,225,True,True
36274,4017155,gate_40,175,True,True
36276,4017302,gate_40,49,True,True
36279,4017823,gate_40,246,True,True
36285,4018373,gate_30,99,True,True
36286,4018557,gate_30,138,True,False
36287,4018611,gate_30,97,True,True
36293,4018864,gate_40,62,True,True
36295,4018875,gate_40,139,True,True
36297,4018913,gate_30,47,False,False
36299,4019092,gate_30,87,True,False
36300,4019182,gate_30,41,True,False
36303,4019531,gate_30,70,True,False
36306,4019717,gate_30,52,True,True
36309,4019924,gate_30,97,True,False
36312,4020224,gate_40,272,True,True
36314,4020393,gate_30,362,False,True
36320,4020870,gate_30,30,True,False
36322,4020981,gate_40,203,True,True
36323,4021003,gate_40,116,True,True
36326,4021720,gate_40,178,True,True
36327,4021770,gate_40,334,True,True
36328,4021869,gate_30,70,True,False
36332,4022361,gate_30,82,True,False
36333,4022384,gate_30,127,True,True
36335,4022535,gate_30,126,True,True
36344,4023215,gate_30,59,True,False
36345,4023245,gate_30,136,True,True
36346,4023268,gate_40,141,True,True
36349,4023626,gate_30,62,True,False
36350,4023815,gate_30,47,True,False
36351,4023866,gate_40,233,True,True
36352,4023908,gate_30,39,True,False
36353,4024057,gate_40,154,True,True
36357,4024730,gate_40,236,True,True
36359,4024810,gate_30,45,False,True
36360,4024824,gate_40,195,True,True
36365,4025439,gate_30,50,True,False
36366,4025580,gate_30,30,False,False
36368,4026043,gate_30,63,True,False
36370,4026327,gate_40,60,True,False
36379,4027330,gate_30,62,True,True
36384,4027808,gate_30,225,True,False
36388,4028349,gate_30,328,True,False
36391,4029136,gate_40,525,True,True
36392,4029320,gate_40,101,True,True
36394,4029546,gate_30,72,True,False
36398,4029911,gate_30,46,True,False
36401,4030338,gate_40,51,True,False
36404,4030633,gate_30,35,False,False
36405,4030679,gate_30,224,True,True
36406,4030687,gate_40,288,True,False
36420,4031934,gate_30,51,True,False
36424,4032199,gate_30,35,False,False
36425,4032387,gate_30,54,True,False
36428,4032631,gate_30,31,True,False
36433,4032815,gate_30,54,True,True
36437,4033209,gate_40,166,True,True
36438,4033417,gate_40,56,True,False
36440,4034039,gate_30,73,False,True
36444,4034178,gate_40,121,True,True
36448,4034545,gate_30,42,False,False
36462,4036473,gate_30,37,False,False
36463,4036506,gate_30,73,True,True
36464,4036916,gate_30,69,False,False
36467,4037262,gate_30,57,True,True
36469,4037565,gate_40,133,False,False
36473,4038387,gate_40,102,True,True
36479,4039114,gate_30,69,True,True
36487,4040600,gate_40,407,True,True
36488,4040743,gate_40,43,True,False
36489,4040799,gate_30,65,True,False
36491,4040984,gate_30,47,True,False
36495,4041309,gate_30,276,True,False
36496,4041379,gate_40,77,True,False
36499,4042401,gate_40,94,True,True
36506,4043333,gate_30,39,True,False
36507,4043492,gate_30,63,True,False
36509,4043510,gate_40,67,True,False
36511,4043586,gate_40,111,True,True
36512,4043854,gate_40,47,False,False
36514,4043879,gate_40,196,True,True
36516,4044450,gate_40,81,True,False
36517,4044720,gate_30,62,False,False
36519,4045053,gate_40,51,False,True
36523,4045840,gate_40,287,False,True
36527,4046220,gate_30,74,True,False
36529,4046354,gate_30,46,True,True
36530,4046512,gate_40,49,True,True
36531,4046586,gate_30,549,True,False
36532,4046771,gate_40,116,False,True
36533,4046781,gate_30,60,True,False
36534,4047009,gate_40,71,True,True
36535,4047058,gate_40,58,True,False
36536,4047081,gate_30,94,True,False
36538,4047186,gate_30,37,False,False
36539,4047412,gate_30,41,True,False
36540,4047583,gate_40,42,False,False
36541,4047823,gate_30,59,True,False
36542,4047828,gate_30,96,True,False
36546,4048105,gate_30,65,True,False
36549,4048203,gate_30,57,True,False
36551,4048720,gate_40,104,True,False
36553,4048833,gate_30,74,True,False
36555,4048934,gate_30,66,True,True
36556,4049039,gate_40,87,False,False
36557,4049190,gate_40,46,True,False
36561,4049575,gate_30,283,True,True
36573,4050909,gate_40,113,True,True
36575,4051171,gate_30,438,True,True
36577,4051240,gate_30,203,True,False
36578,4051780,gate_30,80,False,False
36579,4051870,gate_40,109,True,False
36580,4052128,gate_30,43,True,False
36582,4052185,gate_40,48,False,True
36587,4052870,gate_30,31,True,False
36589,4053171,gate_40,114,False,False
36592,4053397,gate_30,31,False,True
36594,4053516,gate_30,387,True,True
36596,4053823,gate_40,85,True,False
36597,4053831,gate_40,173,True,False
36598,4054129,gate_30,74,True,False
36601,4054254,gate_30,326,False,True
36603,4054403,gate_40,72,True,False
36606,4054686,gate_30,39,True,True
36609,4054950,gate_30,75,True,False
36615,4055903,gate_40,52,False,False
36616,4055980,gate_30,33,False,False
36621,4056465,gate_40,89,True,False
36625,4057243,gate_30,42,False,False
36629,4057530,gate_40,42,True,True
36630,4057593,gate_40,112,True,False
36633,4058032,gate_40,75,True,False
36634,4058058,gate_40,366,True,True
36636,4058373,gate_30,40,True,True
36644,4058953,gate_30,37,False,False
36645,4059121,gate_30,80,False,True
36649,4059601,gate_30,38,True,False
36650,4059727,gate_40,145,True,True
36651,4060079,gate_40,386,True,True
36653,4060174,gate_40,142,True,True
36655,4060304,gate_40,65,True,False
36662,4060802,gate_40,57,True,False
36664,4060929,gate_30,57,False,False
36666,4061413,gate_30,45,True,False
36667,4061489,gate_40,97,True,False
36671,4061990,gate_40,108,True,False
36672,4062162,gate_30,44,True,False
36674,4062390,gate_40,42,True,False
36676,4062522,gate_30,65,False,False
36677,4062577,gate_40,282,True,True
36681,4062923,gate_30,39,True,False
36690,4064249,gate_30,39,False,False
36691,4064327,gate_40,142,True,True
36693,4064485,gate_40,111,True,False
36698,4064901,gate_30,30,False,False
36699,4064925,gate_30,41,True,False
36704,4065156,gate_30,315,True,True
36705,4065178,gate_40,167,False,False
36706,4065289,gate_40,337,True,True
36708,4065370,gate_40,52,True,False
36711,4065643,gate_30,90,True,True
36723,4066495,gate_30,319,True,True
36728,4067245,gate_40,276,True,True
36729,4067251,gate_40,281,True,True
36740,4068260,gate_30,41,False,False
36741,4068385,gate_30,85,True,False
36743,4068538,gate_40,80,True,True
36745,4068620,gate_30,129,True,False
36750,4068711,gate_40,152,True,False
36751,4068781,gate_30,143,True,True
36759,4070377,gate_40,186,True,True
36765,4071369,gate_30,88,True,False
36769,4071626,gate_30,71,True,False
36770,4071628,gate_30,144,True,True
36771,4071705,gate_30,122,True,False
36775,4072187,gate_30,41,False,False
36782,4073010,gate_30,92,True,True
36783,4073096,gate_40,79,True,False
36786,4073368,gate_30,46,True,False
36796,4074682,gate_30,389,False,True
36800,4074774,gate_40,158,True,True
36802,4075044,gate_40,254,True,True
36803,4075243,gate_30,161,True,True
36804,4075283,gate_30,147,True,True
36811,4075888,gate_40,62,True,False
36818,4076814,gate_30,41,False,False
36822,4077070,gate_40,124,True,False
36824,4077105,gate_30,49,True,False
36829,4077687,gate_30,108,True,True
36832,4078319,gate_40,50,True,False
36836,4078580,gate_30,43,True,False
36838,4078621,gate_30,43,True,False
36841,4079133,gate_30,30,False,False
36843,4079252,gate_40,50,True,True
36844,4079456,gate_30,43,False,False
36849,4080040,gate_30,75,False,True
36856,4080761,gate_40,200,True,True
36857,4081031,gate_40,875,True,True
36860,4081600,gate_30,58,True,False
36865,4082020,gate_30,40,True,False
36869,4082486,gate_30,74,True,False
36877,4083519,gate_40,77,True,True
36880,4084290,gate_40,109,True,True
36883,4084685,gate_30,40,True,False
36885,4085048,gate_40,256,True,True
36886,4085089,gate_30,157,True,False
36887,4085133,gate_30,128,True,True
36889,4085167,gate_30,106,True,True
36892,4085385,gate_30,140,True,True
36893,4085495,gate_30,33,False,False
36894,4086249,gate_30,57,False,False
36898,4086536,gate_30,254,True,False
36899,4086934,gate_30,320,True,True
36905,4087564,gate_30,44,False,False
36907,4087674,gate_30,201,True,False
36911,4088052,gate_40,44,True,False
36912,4088080,gate_40,140,True,False
36914,4088233,gate_40,92,True,False
36915,4088337,gate_40,80,True,False
36916,4088368,gate_30,203,True,True
36918,4088725,gate_40,245,True,True
36920,4088759,gate_30,134,True,True
36923,4089079,gate_40,87,True,True
36926,4089231,gate_30,96,True,True
36929,4089676,gate_30,106,True,False
36931,4090016,gate_40,78,True,False
36932,4090139,gate_30,33,True,False
36933,4090246,gate_40,2124,True,True
36934,4090296,gate_40,607,True,True
36940,4091051,gate_30,42,True,False
36943,4091322,gate_40,165,True,True
36951,4092015,gate_30,52,True,True
36955,4092306,gate_30,33,True,False
36961,4092962,gate_30,40,True,False
36965,4093390,gate_30,172,True,True
36978,4094876,gate_30,119,False,True
36980,4095131,gate_30,30,True,False
36987,4095661,gate_30,67,True,False
36989,4095698,gate_30,71,True,True
36991,4095927,gate_40,87,True,False
37009,4098378,gate_40,41,False,False
37014,4098668,gate_40,525,True,True
37015,4099074,gate_40,44,True,False
37016,4099244,gate_40,59,True,False
37018,4099392,gate_40,74,False,False
37020,4099456,gate_30,47,False,False
37025,4100433,gate_30,84,True,False
37026,4100704,gate_40,95,True,True
37029,4100900,gate_40,139,True,False
37031,4100958,gate_30,40,True,False
37036,4101624,gate_30,88,True,False
37038,4101861,gate_40,74,True,True
37040,4101979,gate_30,166,True,True
37042,4102248,gate_30,76,True,False
37043,4102350,gate_40,51,True,False
37048,4102701,gate_40,52,True,False
37051,4102930,gate_40,801,True,True
37053,4103073,gate_30,137,True,True
37054,4103154,gate_30,39,True,False
37056,4103678,gate_40,186,True,True
37059,4103742,gate_30,74,True,True
37060,4103904,gate_30,126,True,False
37063,4104110,gate_40,331,True,True
37064,4104135,gate_30,63,False,True
37066,4104508,gate_40,86,False,False
37068,4104616,gate_40,48,True,False
37070,4104809,gate_30,62,True,False
37074,4105110,gate_40,227,True,True
37075,4105207,gate_40,46,True,False
37078,4105308,gate_30,127,True,True
37087,4105949,gate_30,34,False,False
37088,4106044,gate_40,103,True,False
37089,4106141,gate_40,157,True,True
37092,4106663,gate_40,40,True,False
37096,4107038,gate_30,31,True,False
37097,4107146,gate_30,85,True,False
37101,4107389,gate_40,40,True,False
37102,4107625,gate_30,49,True,False
37104,4107756,gate_30,92,False,False
37108,4108123,gate_40,60,True,True
37113,4108628,gate_30,51,True,False
37117,4108767,gate_30,31,False,False
37122,4109341,gate_30,35,False,False
37133,4110970,gate_30,63,False,True
37136,4111320,gate_40,42,True,False
37138,4111344,gate_40,101,True,False
37139,4111412,gate_40,77,False,True
37143,4112275,gate_40,52,False,False
37149,4112686,gate_30,99,True,False
37150,4112748,gate_30,60,True,True
37155,4113120,gate_40,42,True,False
37162,4113599,gate_40,43,False,False
37167,4113875,gate_40,48,True,False
37169,4114013,gate_40,342,True,True
37171,4114631,gate_40,59,True,True
37175,4114837,gate_40,52,True,False
37176,4114855,gate_40,56,True,False
37188,4116247,gate_30,177,True,True
37195,4116794,gate_30,36,True,False
37198,4117334,gate_30,78,True,True
37199,4117459,gate_40,85,True,False
37207,4117768,gate_40,42,True,False
37209,4117864,gate_40,219,True,False
37211,4118199,gate_40,324,False,True
37212,4118277,gate_40,46,False,False
37213,4118316,gate_30,55,True,False
37217,4118618,gate_40,194,True,True
37218,4118668,gate_40,48,True,False
37222,4119121,gate_30,251,True,True
37223,4119425,gate_40,50,True,False
37226,4119824,gate_40,63,True,False
37229,4120311,gate_40,75,True,False
37235,4121481,gate_30,88,True,False
37240,4121965,gate_30,65,True,False
37241,4121979,gate_40,87,False,True
37254,4123913,gate_30,43,True,True
37255,4124082,gate_30,160,True,False
37256,4124135,gate_30,208,True,True
37257,4124172,gate_40,46,True,False
37260,4124482,gate_30,341,True,True
37263,4125232,gate_30,68,True,True
37264,4125313,gate_30,113,True,True
37270,4126167,gate_30,41,True,False
37271,4126316,gate_40,46,True,False
37272,4126410,gate_40,470,True,True
37279,4126966,gate_30,37,True,False
37281,4127104,gate_30,30,True,False
37283,4127405,gate_40,933,True,True
37284,4127517,gate_40,156,True,False
37285,4127599,gate_30,61,True,False
37292,4128835,gate_40,103,True,True
37293,4128839,gate_30,50,True,False
37302,4129463,gate_30,46,True,False
37303,4129466,gate_40,54,False,False
37309,4129853,gate_30,30,True,False
37312,4130166,gate_40,855,True,True
37314,4130270,gate_40,53,True,False
37320,4131002,gate_30,72,True,False
37323,4131395,gate_40,445,True,True
37324,4131721,gate_40,66,True,False
37325,4131749,gate_40,182,True,True
37327,4131805,gate_40,64,True,False
37331,4132228,gate_30,455,False,False
37333,4132249,gate_30,50,False,False
37338,4132663,gate_30,69,True,True
37341,4132817,gate_30,59,True,True
37342,4133070,gate_40,226,True,True
37348,4133759,gate_40,85,True,False
37352,4134144,gate_30,36,False,True
37357,4134850,gate_30,32,True,False
37358,4134904,gate_40,82,False,False
37368,4136619,gate_40,287,True,True
37370,4136867,gate_40,353,True,False
37372,4137057,gate_30,144,True,False
37374,4137146,gate_30,173,True,True
37379,4138249,gate_30,71,True,False
37393,4139927,gate_40,51,True,False
37401,4140642,gate_40,104,True,False
37404,4141081,gate_30,641,True,True
37406,4141124,gate_40,248,True,False
37410,4141359,gate_30,42,True,False
37415,4141947,gate_40,42,True,True
37417,4142347,gate_30,47,True,False
37419,4142409,gate_40,73,True,False
37422,4142726,gate_40,42,False,True
37424,4142947,gate_40,229,True,False
37425,4143228,gate_30,41,False,True
37427,4143330,gate_40,61,False,False
37428,4143447,gate_40,53,True,False
37430,4143652,gate_30,147,True,True
37434,4144105,gate_40,45,True,False
37435,4144156,gate_40,89,False,True
37436,4144342,gate_30,254,True,False
37439,4144708,gate_30,100,True,True
37442,4145249,gate_30,38,True,False
37445,4145757,gate_30,139,False,True
37446,4145786,gate_40,307,True,True
37449,4146167,gate_40,69,True,True
37454,4147149,gate_30,178,True,True
37455,4147219,gate_30,35,True,False
37456,4147249,gate_30,214,True,True
37457,4147432,gate_30,56,True,False
37459,4147763,gate_30,37,False,False
37461,4148001,gate_40,412,True,True
37463,4148220,gate_40,52,True,True
37465,4148256,gate_40,40,True,False
37466,4148276,gate_40,50,True,True
37472,4148899,gate_30,46,True,True
37475,4149432,gate_30,66,True,False
37480,4149942,gate_30,41,True,True
37484,4150310,gate_30,50,True,False
37490,4150800,gate_30,50,True,False
37491,4150822,gate_40,78,True,False
37493,4151144,gate_30,214,True,True
37494,4151614,gate_40,54,True,False
37495,4151687,gate_40,67,True,False
37497,4151871,gate_40,49,False,False
37498,4151899,gate_40,246,False,True
37500,4152006,gate_30,183,True,False
37501,4152120,gate_30,53,True,False
37504,4152261,gate_40,54,False,True
37505,4152286,gate_40,344,True,False
37508,4152590,gate_40,89,True,False
37509,4152682,gate_30,40,True,False
37511,4152941,gate_30,60,True,False
37512,4153013,gate_40,624,True,True
37516,4153174,gate_40,82,True,False
37522,4153398,gate_30,35,False,False
37523,4153499,gate_30,39,True,False
37525,4154018,gate_40,149,True,False
37526,4154034,gate_30,203,True,True
37527,4154270,gate_30,30,True,False
37537,4156032,gate_30,115,True,False
37541,4156292,gate_30,111,True,True
37542,4156534,gate_30,130,False,True
37544,4156627,gate_30,49,False,False
37545,4156698,gate_30,55,False,False
37546,4156821,gate_40,68,True,False
37550,4157132,gate_30,38,True,False
37560,4157968,gate_40,45,True,False
37564,4158163,gate_40,184,True,True
37566,4158361,gate_40,109,True,False
37567,4158369,gate_40,112,True,False
37573,4159164,gate_30,51,True,False
37577,4159429,gate_30,101,True,False
37579,4159530,gate_40,54,True,False
37581,4159599,gate_30,77,True,True
37588,4160285,gate_30,261,True,True
37591,4160505,gate_30,200,True,True
37593,4160702,gate_40,372,True,True
37594,4160790,gate_40,55,True,False
37596,4161022,gate_30,65,False,False
37599,4161137,gate_30,380,True,False
37601,4161281,gate_30,55,True,False
37602,4161328,gate_30,34,True,False
37603,4161496,gate_40,125,True,False
37605,4161519,gate_40,490,True,True
37606,4161611,gate_40,144,True,False
37610,4162187,gate_30,51,False,False
37613,4162512,gate_40,438,True,True
37616,4162781,gate_40,53,True,False
37620,4163181,gate_40,56,False,True
37622,4163250,gate_30,46,False,True
37627,4163641,gate_30,103,True,False
37629,4163880,gate_30,106,True,True
37633,4164228,gate_30,69,True,False
37635,4164499,gate_30,94,True,True
37639,4164905,gate_40,217,True,True
37640,4164992,gate_30,259,True,True
37647,4166123,gate_30,182,True,True
37649,4166293,gate_30,99,True,False
37650,4166400,gate_40,70,True,False
37651,4166408,gate_40,51,True,False
37652,4166453,gate_30,259,True,True
37653,4166569,gate_40,42,True,False
37655,4166796,gate_40,69,True,False
37658,4166950,gate_30,122,False,True
37662,4167491,gate_30,55,True,False
37668,4168153,gate_30,174,True,True
37669,4168251,gate_30,60,True,True
37672,4168477,gate_40,75,False,True
37673,4168499,gate_40,66,False,False
37674,4168812,gate_30,617,True,True
37677,4169318,gate_30,37,True,False
37680,4169823,gate_30,49,True,False
37681,4169834,gate_30,38,False,True
37682,4169987,gate_30,95,True,True
37685,4170063,gate_30,44,True,True
37687,4170456,gate_30,112,True,True
37688,4170634,gate_30,260,True,True
37691,4171120,gate_30,123,True,False
37693,4171446,gate_40,89,True,False
37698,4171901,gate_30,200,True,False
37700,4172154,gate_40,87,True,False
37702,4172434,gate_40,83,False,False
37703,4172475,gate_30,513,True,True
37706,4172819,gate_40,76,True,False
37709,4173161,gate_40,139,True,False
37713,4173573,gate_30,418,True,True
37714,4173691,gate_40,51,False,False
37718,4173989,gate_40,80,True,False
37720,4174165,gate_40,88,False,True
37723,4174580,gate_40,263,True,True
37724,4174645,gate_30,36,True,False
37728,4175576,gate_30,33,True,False
37730,4175728,gate_40,198,False,False
37732,4175812,gate_30,60,True,False
37735,4176281,gate_30,89,True,False
37736,4176293,gate_30,33,False,False
37737,4176376,gate_30,355,True,True
37739,4176613,gate_30,105,True,False
37744,4176981,gate_30,128,True,False
37745,4177058,gate_30,67,True,False
37747,4177414,gate_30,142,True,True
37748,4177539,gate_40,86,True,True
37749,4178019,gate_40,74,True,False
37751,4178032,gate_40,206,True,False
37752,4178205,gate_30,89,False,True
37753,4178346,gate_30,605,True,True
37754,4178461,gate_30,158,True,False
37755,4178553,gate_40,523,True,True
37756,4178572,gate_30,33,False,False
37757,4178627,gate_30,61,True,False
37758,4178692,gate_40,61,False,False
37761,4178861,gate_40,43,False,False
37762,4178868,gate_40,103,True,False
37764,4179074,gate_30,222,True,False
37766,4179175,gate_40,95,True,True
37769,4179292,gate_40,188,True,False
37772,4179506,gate_30,143,False,True
37774,4179729,gate_40,244,True,True
37775,4179856,gate_30,116,True,True
37777,4179980,gate_40,440,True,True
37779,4180070,gate_40,45,False,True
37787,4181166,gate_40,369,True,True
37791,4181572,gate_30,109,True,False
37793,4182094,gate_30,238,True,True
37798,4182649,gate_40,44,True,False
37800,4182700,gate_40,54,True,False
37802,4182815,gate_30,53,True,False
37804,4183081,gate_30,76,True,True
37805,4183228,gate_30,37,True,False
37806,4183292,gate_30,37,True,True
37809,4183443,gate_40,43,True,True
37811,4184190,gate_40,148,True,True
37812,4184324,gate_40,348,True,True
37814,4184363,gate_30,62,True,False
37816,4184476,gate_30,81,True,False
37819,4184679,gate_40,475,True,True
37821,4184789,gate_40,210,True,True
37824,4184908,gate_30,431,True,True
37839,4186743,gate_30,42,True,False
37853,4188813,gate_30,103,True,False
37858,4189657,gate_30,142,True,True
37870,4190937,gate_40,51,True,False
37872,4191421,gate_30,47,False,False
37874,4191903,gate_30,30,True,False
37875,4192021,gate_30,32,True,False
37876,4192094,gate_40,499,True,True
37880,4192492,gate_40,96,True,False
37882,4192578,gate_30,176,True,False
37884,4192825,gate_40,75,True,True
37889,4193207,gate_40,61,True,True
37890,4193584,gate_40,66,False,False
37897,4194478,gate_30,55,True,True
37900,4194794,gate_40,68,True,False
37901,4194841,gate_40,90,True,True
37902,4194870,gate_30,35,True,True
37907,4195244,gate_30,394,True,True
37908,4195306,gate_40,41,True,False
37916,4196228,gate_40,96,True,False
37917,4196315,gate_30,71,True,False
37919,4196630,gate_40,94,True,False
37925,4197123,gate_40,69,True,False
37926,4197394,gate_40,78,True,False
37930,4198111,gate_40,250,False,False
37932,4198298,gate_30,72,True,True
37934,4198499,gate_30,31,False,False
37938,4198962,gate_30,114,True,True
37939,4199012,gate_30,56,True,False
37940,4199026,gate_40,68,True,False
37942,4199231,gate_30,120,False,False
37948,4199866,gate_30,124,True,False
37951,4200219,gate_30,71,True,False
37955,4200856,gate_30,226,True,False
37956,4200893,gate_40,59,True,False
37958,4201056,gate_30,44,False,False
37964,4201628,gate_30,49,True,True
37965,4201668,gate_30,148,False,False
37967,4201922,gate_40,43,True,False
37972,4202184,gate_30,150,True,True
37974,4202566,gate_40,62,False,True
37975,4202691,gate_30,139,True,False
37976,4202758,gate_30,76,False,False
37977,4202910,gate_40,55,True,True
37984,4204219,gate_40,116,True,False
37986,4204440,gate_40,79,True,True
37987,4204457,gate_40,181,True,True
37991,4204748,gate_40,63,True,False
37993,4204855,gate_30,268,True,False
37997,4204954,gate_40,52,True,False
37999,4205150,gate_40,86,True,True
38000,4205290,gate_30,309,True,True
38001,4205307,gate_40,44,True,True
38005,4205809,gate_30,185,True,False
38006,4205850,gate_30,114,True,False
38009,4206311,gate_40,109,True,True
38010,4206464,gate_30,163,False,True
38016,4207174,gate_30,30,False,False
38017,4207213,gate_30,152,True,True
38018,4207270,gate_40,110,True,False
38021,4207596,gate_30,346,True,True
38022,4207633,gate_40,67,True,True
38023,4207701,gate_40,61,True,False
38024,4207827,gate_40,40,False,False
38025,4207835,gate_40,51,True,True
38027,4208337,gate_30,43,False,False
38028,4208448,gate_30,126,True,False
38031,4208788,gate_40,106,True,False
38032,4208819,gate_40,45,True,False
38040,4209584,gate_30,38,True,False
38044,4209760,gate_30,77,True,True
38049,4210306,gate_40,223,False,True
38055,4210745,gate_30,49,True,False
38058,4211141,gate_40,45,True,False
38059,4211197,gate_30,135,True,True
38062,4211884,gate_30,169,True,True
38063,4211977,gate_30,39,True,False
38064,4212128,gate_40,493,True,True
38066,4212377,gate_30,196,True,False
38068,4212385,gate_30,122,True,False
38069,4212419,gate_40,268,True,True
38076,4213656,gate_30,179,True,False
38082,4213938,gate_40,271,True,True
38085,4214182,gate_40,40,True,False
38086,4214259,gate_40,223,True,True
38090,4214481,gate_40,160,True,False
38097,4215405,gate_40,258,True,True
38101,4215928,gate_30,87,True,False
38104,4216207,gate_40,165,True,False
38107,4216502,gate_30,294,True,True
38111,4217152,gate_40,159,False,True
38117,4218259,gate_30,37,True,False
38118,4218296,gate_30,39,True,False
38119,4218496,gate_40,83,True,True
38120,4218581,gate_40,47,False,False
38121,4218675,gate_30,255,True,True
38125,4219219,gate_30,91,True,False
38130,4220054,gate_30,48,True,True
38131,4220309,gate_40,43,False,False
38133,4220878,gate_30,172,True,False
38136,4221328,gate_40,196,True,True
38140,4221865,gate_40,72,True,False
38145,4222561,gate_30,38,False,True
38146,4222935,gate_30,51,False,True
38151,4223287,gate_40,203,True,False
38154,4223673,gate_30,293,True,True
38158,4224390,gate_30,114,True,False
38159,4224413,gate_40,48,True,False
38164,4224933,gate_30,44,True,False
38166,4225190,gate_30,196,True,False
38167,4225264,gate_40,176,True,False
38168,4225299,gate_40,46,False,False
38170,4225395,gate_30,65,True,True
38175,4225633,gate_30,333,True,True
38186,4226481,gate_30,33,True,False
38188,4226600,gate_30,44,False,False
38191,4227088,gate_40,138,True,True
38195,4227555,gate_30,141,True,True
38196,4227900,gate_30,349,True,True
38197,4228208,gate_40,288,True,False
38202,4228786,gate_30,76,True,False
38204,4228963,gate_30,171,True,False
38207,4229305,gate_40,67,False,False
38209,4229539,gate_30,164,True,True
38212,4229918,gate_30,34,False,False
38217,4230852,gate_40,53,True,True
38218,4230953,gate_30,48,True,False
38219,4231019,gate_30,76,True,True
38220,4231146,gate_40,213,True,False
38222,4231313,gate_40,94,True,True
38223,4231472,gate_30,61,False,True
38224,4231753,gate_30,118,True,True
38226,4231860,gate_30,54,True,False
38230,4232262,gate_40,160,True,True
38231,4232573,gate_30,100,True,False
38236,4232973,gate_30,70,False,True
38240,4233152,gate_40,95,True,True
38244,4233232,gate_40,59,True,False
38247,4233299,gate_30,36,True,False
38249,4233318,gate_30,346,True,True
38250,4233837,gate_30,141,True,True
38251,4233919,gate_40,114,True,False
38254,4234159,gate_40,53,True,False
38256,4234287,gate_40,222,True,False
38259,4234510,gate_30,247,True,True
38262,4234591,gate_40,241,True,True
